id,name,address,city,post_code,gmina,powiat,wojewodztwo
25106,Świetlica Wiejska, Czachorowo 16/4,Gostyń,63-800,gm. Gostyń,gostyński,wielkopolskie
25107,Świetlica Wiejska, Czaple 23,Świecie,86-100,gm. Świecie,świecki,kujawsko-pomorskie
25108,Świetlica Wiejska, Czarna 15,Uście Gorlickie,38-315,gm. Uście Gorlickie,gorlicki,małopolskie
25109,Świetlica Wiejska, Czarniż 2,Brusy,89-632,gm. Brusy,chojnicki,pomorskie
25110,Świetlica Wiejska, Czarnowo 32,Krosno Odrzańskie,66-600,gm. Krosno Odrzańskie,krośnieński,lubuskie
25111,Świetlica Wiejska, Czarnowo 40,Brusy,89-632,gm. Brusy,chojnicki,pomorskie
25112,Świetlica Wiejska, Czartoryja 18B,Chojna,74-500,gm. Chojna,gryfiński,zachodniopomorskie
25113,Świetlica Wiejska, Czeladź Wielka 48,Wąsosz,56-210,gm. Wąsosz,górowski,dolnośląskie
25114,Świetlica Wiejska, Czerna 32 a,Iłowa,68-120,gm. Iłowa,żagański,lubuskie
25115,Świetlica Wiejska, Czernin 33 A,Dygowo,78-113,gm. Dygowo,kołobrzeski,zachodniopomorskie
25116,Świetlica Wiejska, Czerwony Kościół 15,Krotoszyce,59-223,gm. Krotoszyce,legnicki,dolnośląskie
25117,Świetlica Wiejska, Czeszewo ul. Słoneczna 25,Orzechowo,62-322,gm. Miłosław,wrzesiński,wielkopolskie
25118,Świetlica Wiejska, Czyżówek 19,Iłowa,68-120,gm. Iłowa,żagański,lubuskie
25119,Świetlica Wiejska, Dargobądz 19,Wolin,72-510,gm. Wolin,kamieński,zachodniopomorskie
25120,Świetlica Wiejska, Datyń 28,Brody,68-343,gm. Brody,żarski,lubuskie
25121,Świetlica Wiejska, Dobiesław 75,Darłowo,76-150,gm. Darłowo,sławieński,zachodniopomorskie
25122,Świetlica Wiejska, Dobrowo 28B,Tychowo,78-220,gm. Tychowo,białogardzki,zachodniopomorskie
25123,Świetlica Wiejska, Dobrzenice 39,Ciepłowody,57-211,gm. Ciepłowody,ząbkowicki,dolnośląskie
25124,Świetlica Wiejska, Dobrzyniewo 29,Falmierowo,89-311,gm. Wyrzysk,pilski,wielkopolskie
25125,Świetlica Wiejska, Dobużek-Kolonia 4,Łaszczów,22-650,gm. Łaszczów,tomaszowski,lubelskie
25126,Świetlica Wiejska, Domaradzice 55A,Jutrosin,63-930,gm. Jutrosin,rawicki,wielkopolskie
25127,Świetlica Wiejska, Domaradzka Kuźnia ul. Opolska 12,Pokój,46-034,gm. Pokój,namysłowski,opolskie
25128,Świetlica Wiejska, Domaszkowice 120a,Nysa,48-303,gm. Nysa,nyski,opolskie
25129,Świetlica Wiejska, Domasław ul. Wrocławska 35,Kobierzyce,55-040,gm. Kobierzyce,wrocławski,dolnośląskie
25130,Świetlica Wiejska, Domasławice 31,Darłowo,76-150,gm. Darłowo,sławieński,zachodniopomorskie
25131,Świetlica Wiejska, Dominikowo ul. Lipowa 31/3,Drawno,73-220,gm. Drawno,choszczeński,zachodniopomorskie
25132,Świetlica Wiejska, Domisław 30a,Czarne,77-330,gm. Czarne,człuchowski,pomorskie
25133,Świetlica Wiejska, Doręgowice 37,Chojnice,89-620,gm. Chojnice,chojnicki,pomorskie
25134,Świetlica Wiejska, Drogoszewo ul. Szkolna 7,Miastkowo,18-413,gm. Miastkowo,łomżyński,podlaskie
25135,Świetlica Wiejska, Droszków ul. Porzeczkowa 2,Zabór,66-003,gm. Zabór,zielonogórski,lubuskie
25136,Świetlica Wiejska, Drużyny 51,Bobrowo,87-327,gm. Bobrowo,brodnicki,kujawsko-pomorskie
25137,Świetlica Wiejska, Drzewianowo 18,Mrocza,89-115,gm. Mrocza,nakielski,kujawsko-pomorskie
25138,Świetlica Wiejska, Drążno 23,Mrocza,89-115,gm. Mrocza,nakielski,kujawsko-pomorskie
25139,Świetlica Wiejska, Dubaśno 4,Nowy Dwór,16-205,gm. Nowy Dwór,sokólski,podlaskie
25140,Świetlica Wiejska, Dworzysko 19A,Świecie,86-100,gm. Świecie,świecki,kujawsko-pomorskie
25141,Świetlica Wiejska, Dybowo 28A,Pasym,12-130,gm. Pasym,szczycieński,warmińsko-mazurskie
25142,Świetlica Wiejska, Dzbonie 22,Opinogóra Górna,06-406,gm. Opinogóra Górna,ciechanowski,mazowieckie
25143,Świetlica Wiejska, Dzielce 30,Radecznica,22-463,gm. Radecznica,zamojski,lubelskie
25144,Świetlica Wiejska, Dzielów 19,Baborów,48-120,gm. Baborów,głubczycki,opolskie
25145,Świetlica Wiejska, Dzierzkowice-Zastawie 174,Dzierzkowice,23-251,gm. Dzierzkowice,kraśnicki,lubelskie
25146,Świetlica Wiejska, Dzierżążno 13,Morzeszczyn,83-132,gm. Morzeszczyn,tczewski,pomorskie
25147,Świetlica Wiejska, Dziesław 27,Ścinawa,59-330,gm. Ścinawa,lubiński,dolnośląskie
25148,Świetlica Wiejska, Dziewoklucz 17A,Budzyń,64-840,gm. Budzyń,chodzieski,wielkopolskie
25149,Świetlica Wiejska, Dąbrówka Mała brak,Szczaniec,66-225,gm. Szczaniec,świebodziński,lubuskie
25150,Świetlica Wiejska, Dębina 46a,Nowy Staw,82-230,gm. Nowy Staw,malborski,pomorskie
25151,Świetlica Wiejska, Dębiniec ul. Wiejska 36,Murów,46-030,gm. Murów,opolski,opolskie
25152,Świetlica Wiejska, Dębionek 33,Sadki,89-110,gm. Sadki,nakielski,kujawsko-pomorskie
25153,Świetlica Wiejska, Dębnica 72,Człuchów,77-300,gm. Człuchów,człuchowski,pomorskie
25154,Świetlica Wiejska, Dębno 10,Żmigród,55-140,gm. Żmigród,trzebnicki,dolnośląskie
25155,Świetlica Wiejska, Dębrznik 34A,Kamienna Góra,58-400,gm. Kamienna Góra,kamiennogórski,dolnośląskie
25156,Świetlica Wiejska, Dębsko 44,Kalisz Pomorski,78-540,gm. Kalisz Pomorski,drawski,zachodniopomorskie
25157,Świetlica Wiejska, Fałkowice 61,Pokój,46-034,gm. Pokój,namysłowski,opolskie
25158,Świetlica Wiejska, Fiszewo 12A,Gronowo Elbląskie,82-335,gm. Gronowo Elbląskie,elbląski,warmińsko-mazurskie
25159,Świetlica Wiejska, Gaiki 30,Jerzmanowa,67-222,gm. Jerzmanowa,głogowski,dolnośląskie
25160,Świetlica Wiejska, Gaj Oławski 11B,Oława,55-200,gm. Oława,oławski,dolnośląskie
25161,Świetlica Wiejska, Galiny 36,Galiny,11-214,gm. Bartoszyce,bartoszycki,warmińsko-mazurskie
25162,Świetlica Wiejska, Garbatówka 7,Cyców,21-070,gm. Cyców,łęczyński,lubelskie
25163,Świetlica Wiejska, Garbce 52A,Żmigród,55-140,gm. Żmigród,trzebnicki,dolnośląskie
25164,Świetlica Wiejska, Gać 8A,Oława,55-200,gm. Oława,oławski,dolnośląskie
25165,Świetlica Wiejska, Giełczyn ul. Spokojna 12,Łomża,18-400,gm. Łomża,łomżyński,podlaskie
25166,Świetlica Wiejska, Giżyno 35,Kalisz Pomorski,78-540,gm. Kalisz Pomorski,drawski,zachodniopomorskie
25167,Świetlica Wiejska, Glińsk 80A,Świebodzin,66-200,gm. Świebodzin,świebodziński,lubuskie
25168,Świetlica Wiejska, Ględowo 50,Człuchów,77-300,gm. Człuchów,człuchowski,pomorskie
25169,Świetlica Wiejska, Ględy 21,Łukta,14-105,gm. Łukta,ostródzki,warmińsko-mazurskie
25170,Świetlica Wiejska, Gniewomierz 68 a,Legnickie Pole,59-241,gm. Legnickie Pole,legnicki,dolnośląskie
25171,Świetlica Wiejska, Godawy 13A,Gąsawa,88-410,gm. Gąsawa,żniński,kujawsko-pomorskie
25172,Świetlica Wiejska, Godzikowice ul. Sportowa 18,Oława,55-200,gm. Oława,oławski,dolnośląskie
25173,Świetlica Wiejska, Gogolewo 3A,Krobia,63-840,gm. Krobia,gostyński,wielkopolskie
25174,Świetlica Wiejska, Gogołów 37,Wiry,58-111,gm. Świdnica,świdnicki,dolnośląskie
25175,Świetlica Wiejska, Gogółkowo 11A,Gąsawa,88-410,gm. Gąsawa,żniński,kujawsko-pomorskie
25176,Świetlica Wiejska, Gola 39,Sława,67-410,gm. Sława,wschowski,lubuskie
25177,Świetlica Wiejska, Golanka Dolna 9,Prochowice,59-230,gm. Prochowice,legnicki,dolnośląskie
25178,Świetlica Wiejska, Gorajec-Zagroble 93,Radecznica,22-463,gm. Radecznica,zamojski,lubelskie
25179,Świetlica Wiejska, Gorzeszów 113,Kamienna Góra,58-400,gm. Kamienna Góra,kamiennogórski,dolnośląskie
25180,Świetlica Wiejska, Gorzyce 19,Miłosław,62-320,gm. Miłosław,wrzesiński,wielkopolskie
25181,Świetlica Wiejska, Gostchorze 48 A,Krosno Odrzańskie,66-600,gm. Krosno Odrzańskie,krośnieński,lubuskie
25182,Świetlica Wiejska, Gostków ul. Główna 42a,Stare Bogaczowice,58-312,gm. Stare Bogaczowice,wałbrzyski,dolnośląskie
25183,Świetlica Wiejska, Gostomin 8,Radowo Małe,72-314,gm. Radowo Małe,łobeski,zachodniopomorskie
25184,Świetlica Wiejska, Gotartów 67C,Kujakowice Górne,46-211,gm. Kluczbork,kluczborski,opolskie
25185,Świetlica Wiejska, Goworowice 55,Kamiennik,48-388,gm. Kamiennik,nyski,opolskie
25186,Świetlica Wiejska, Gołaszewo 8,Mieścisko,62-290,gm. Mieścisko,wągrowiecki,wielkopolskie
25187,Świetlica Wiejska, Gołańcz Pomorska 54,Trzebiatów,72-320,gm. Trzebiatów,gryficki,zachodniopomorskie
25188,Świetlica Wiejska, Gołębie 38a,Dołhobyczów,22-540,gm. Dołhobyczów,hrubieszowski,lubelskie
25189,Świetlica Wiejska, Gościejewo 80b,Gościejewo,64-611,gm. Rogoźno,obornicki,wielkopolskie
25190,Świetlica Wiejska, Gościęcice 92B,Strzelin,57-100,gm. Strzelin,strzeliński,dolnośląskie
25191,Świetlica Wiejska, Grodnica 44,Olszyna,59-830,gm. Olszyna,lubański,dolnośląskie
25192,Świetlica Wiejska, Grodzisko 1E,Osieczna,64-113,gm. Osieczna,leszczyński,wielkopolskie
25193,Świetlica Wiejska, Grodziszcze 34,Świebodzin,66-200,gm. Świebodzin,świebodziński,lubuskie
25194,Świetlica Wiejska, Gromadno 55,Falmierowo,89-311,gm. Wyrzysk,pilski,wielkopolskie
25195,Świetlica Wiejska, Grotów 26,Lipinki Łużyckie,68-213,gm. Lipinki Łużyckie,żarski,lubuskie
25196,Świetlica Wiejska, Grudna 25,Rogoźno,64-610,gm. Rogoźno,obornicki,wielkopolskie
25197,Świetlica Wiejska, Grudzielec Nowy 31,Raszków,63-440,gm. Raszków,ostrowski,wielkopolskie
25198,Świetlica Wiejska, Gruszewnia ul. Kłobucka 59,Kamyk,42-125,gm. Kłobuck,kłobucki,śląskie
25199,Świetlica Wiejska, Gruszki 60,Płaska,16-326,gm. Płaska,augustowski,podlaskie
25200,Świetlica Wiejska, Grylewo 6,Grylewo,62-104,gm. Wągrowiec,wągrowiecki,wielkopolskie
25201,Świetlica Wiejska, Grzegrzółki 11,Pasym,12-130,gm. Pasym,szczycieński,warmińsko-mazurskie
25202,Świetlica Wiejska, Grzmiąca ul. Wiejska 1,Głuszyca,58-340,gm. Głuszyca,wałbrzyski,dolnośląskie
25203,Świetlica Wiejska, Grzybiany ul. Legnicka 66,Kunice,59-216,gm. Kunice,legnicki,dolnośląskie
25204,Świetlica Wiejska, Grzybno 56,Bobrowo,87-327,gm. Bobrowo,brodnicki,kujawsko-pomorskie
25205,Świetlica Wiejska, Grzybno 57,Unisław,86-260,gm. Unisław,chełmiński,kujawsko-pomorskie
25206,Świetlica Wiejska, Grzędy 50A,Czarny Bór,58-379,gm. Czarny Bór,wałbrzyski,dolnośląskie
25207,Świetlica Wiejska, Grzędzin ul. Kościelna 32,Polska Cerekiew,47-260,gm. Polska Cerekiew,kędzierzyńsko-kozielski,opolskie
25208,Świetlica Wiejska, Grąbkowo 25,Jutrosin,63-930,gm. Jutrosin,rawicki,wielkopolskie
25209,Świetlica Wiejska, Gudzisz 23B,Boleszkowice,74-407,gm. Boleszkowice,myśliborski,zachodniopomorskie
25210,Świetlica Wiejska, Gutowiec ul. Czerska 3a,Rytel,89-642,gm. Czersk,chojnicki,pomorskie
25211,Świetlica Wiejska, Guzice 15b,Polkowice,59-101,gm. Polkowice,polkowicki,dolnośląskie
25212,Świetlica Wiejska, Guzów 3,Jasień,68-320,gm. Jasień,żarski,lubuskie
25213,Świetlica Wiejska, Gwiazdowo 15,Kostrzyn,62-025,gm. Kostrzyn,poznański,wielkopolskie
25214,Świetlica Wiejska, Gwizdanów 3 A,Rudna,59-305,gm. Rudna,lubiński,dolnośląskie
25215,Świetlica Wiejska, Gzy 8,Gzy,06-126,gm. Gzy,pułtuski,mazowieckie
25216,Świetlica Wiejska, Góra ul. Szkolna 3A,Tarnowo Podgórne,62-080,gm. Tarnowo Podgórne,poznański,wielkopolskie
25217,Świetlica Wiejska, Góra Świętego Jana 85,Jodłownik,34-623,gm. Jodłownik,limanowski,małopolskie
25218,Świetlica Wiejska, Górka-Zabłocie ul. Kościelna 1,Mircze,22-530,gm. Mircze,hrubieszowski,lubelskie
25219,Świetlica Wiejska, Górne Morgi 14,Nowe,86-170,gm. Nowe,świecki,kujawsko-pomorskie
25220,Świetlica Wiejska, Górzyn 19 A,Rudna,59-305,gm. Rudna,lubiński,dolnośląskie
25221,Świetlica Wiejska, Gąskowo 13,Dygowo,78-113,gm. Dygowo,kołobrzeski,zachodniopomorskie
25222,Świetlica Wiejska, Gęsiniec ul. Świerkowa 5A,Strzelin,57-100,gm. Strzelin,strzeliński,dolnośląskie
25223,Świetlica Wiejska, Gładyszów 99,Uście Gorlickie,38-315,gm. Uście Gorlickie,gorlicki,małopolskie
25224,Świetlica Wiejska, Głubczyce-Sady 1,Głubczyce,48-100,gm. Głubczyce,głubczycki,opolskie
25225,Świetlica Wiejska, Głuchów 83A,Pogorzela,63-860,gm. Pogorzela,gostyński,wielkopolskie
25226,Świetlica Wiejska, Głuchów Górny 73,Trzebnica,55-100,gm. Trzebnica,trzebnicki,dolnośląskie
25227,Świetlica Wiejska, Głuszyca Górna ul. Kłodzka 61,Głuszyca,58-340,gm. Głuszyca,wałbrzyski,dolnośląskie
25228,Świetlica Wiejska, Głuszyno 1a,Potęgowo,76-230,gm. Potęgowo,słupski,pomorskie
25229,Świetlica Wiejska, Główczewice 29,Leśno,89-634,gm. Brusy,chojnicki,pomorskie
25230,Świetlica Wiejska, Hajduki Nyskie 36,Nysa,48-303,gm. Nysa,nyski,opolskie
25231,Świetlica Wiejska, Heliodorowo 16,Szamocin,64-820,gm. Szamocin,chodzieski,wielkopolskie
25232,Świetlica Wiejska, Hopkie 59,Łaszczów,22-650,gm. Łaszczów,tomaszowski,lubelskie
25233,Świetlica Wiejska, Horoszczyce 117,Dołhobyczów,22-540,gm. Dołhobyczów,hrubieszowski,lubelskie
25234,Świetlica Wiejska, Horyszów 43,Miączyn,22-455,gm. Miączyn,zamojski,lubelskie
25235,Świetlica Wiejska, Hubale 26,Zamość,22-400,gm. Zamość,zamojski,lubelskie
25236,Świetlica Wiejska, Iwięcino 13,Sianów,76-003,gm. Sianów,koszaliński,zachodniopomorskie
25237,Świetlica Wiejska, Jabłonka 42,Dźwierzuty,12-120,gm. Dźwierzuty,szczycieński,warmińsko-mazurskie
25238,Świetlica Wiejska, Jabłonowo 63,Lidzbark,13-230,gm. Płośnica,działdowski,warmińsko-mazurskie
25239,Świetlica Wiejska, Jabłonów ul. Żagańska 19,Brzeźnica,68-113,gm. Brzeźnica,żagański,lubuskie
25240,Świetlica Wiejska, Jabłów ul. Główna 37,Boguszów-Gorce,58-371,gm. Stare Bogaczowice,wałbrzyski,dolnośląskie
25241,Świetlica Wiejska, Jaczków 15A,Czarny Bór,58-379,gm. Czarny Bór,wałbrzyski,dolnośląskie
25242,Świetlica Wiejska, Jakubowice 2B,Pawłowiczki,47-280,gm. Pawłowiczki,kędzierzyńsko-kozielski,opolskie
25243,Świetlica Wiejska, Jakubowo Lubińskie 37 A,Przemków,59-170,gm. Przemków,polkowicki,dolnośląskie
25244,Świetlica Wiejska, Jakubów ul. Jeździecka 1,Radwanice,59-160,gm. Radwanice,polkowicki,dolnośląskie
25245,Świetlica Wiejska, Jakuszów 1A,Miłkowice,59-222,gm. Miłkowice,legnicki,dolnośląskie
25246,Świetlica Wiejska, Janików ul. Stefana Batorego 22A,Oława,55-200,gm. Oława,oławski,dolnośląskie
25247,Świetlica Wiejska, Janiszewo 12A,Poniec,64-125,gm. Poniec,gostyński,wielkopolskie
25248,Świetlica Wiejska, Janiszowice 41,Bobrowice,66-627,gm. Bobrowice,krośnieński,lubuskie
25249,Świetlica Wiejska, Janiszów 13,Kamienna Góra,58-400,gm. Kamienna Góra,kamiennogórski,dolnośląskie
25250,Świetlica Wiejska, Jankowa Żagańska 46,Jankowa Żagańska,68-121,gm. Iłowa,żagański,lubuskie
25251,Świetlica Wiejska, Jankowice ul. Wiśniowa 2a,Tarnowo Podgórne,62-080,gm. Tarnowo Podgórne,poznański,wielkopolskie
25252,Świetlica Wiejska, Janowice Duże 34,Krotoszyce,59-223,gm. Krotoszyce,legnicki,dolnośląskie
25253,Świetlica Wiejska, Jaromierz 7,Człuchów,77-300,gm. Człuchów,człuchowski,pomorskie
25254,Świetlica Wiejska, Jaromierz 9,Kopanica,64-225,gm. Siedlec,wolsztyński,wielkopolskie
25255,Świetlica Wiejska, Jaromirowice 38 A,Gubin,66-620,gm. Gubin,krośnieński,lubuskie
25256,Świetlica Wiejska, Jasień 51,Tłuchowo,87-605,gm. Tłuchowo,lipnowski,kujawsko-pomorskie
25257,Świetlica Wiejska, Jasiona 2A,Prudnik,48-200,gm. Lubrza,prudnicki,opolskie
25258,Świetlica Wiejska, Jasionno 1,Gronowo Elbląskie,82-335,gm. Gronowo Elbląskie,elbląski,warmińsko-mazurskie
25259,Świetlica Wiejska, Jastrzębik 22e,Muszyna,33-370,gm. Muszyna,nowosądecki,małopolskie
25260,Świetlica Wiejska, Jastrzębniki 36,Opalenica,64-330,gm. Opalenica,nowotomyski,wielkopolskie
25261,Świetlica Wiejska, Jatutów 118,Zamość,22-400,gm. Zamość,zamojski,lubelskie
25262,Świetlica Wiejska, Jatwieź Duża 29,Suchowola,16-150,gm. Suchowola,sokólski,podlaskie
25263,Świetlica Wiejska, Jawiszów 13,Kamienna Góra,58-400,gm. Kamienna Góra,kamiennogórski,dolnośląskie
25264,Świetlica Wiejska, Jaźwiny 15,Trzebnica,55-100,gm. Trzebnica,trzebnicki,dolnośląskie
25265,Świetlica Wiejska, Jednaczewo ul. Łomżyńska 77,Łomża,18-400,gm. Łomża,łomżyński,podlaskie
25266,Świetlica Wiejska, Jelenie 8,Jelenie,07-302,gm. Ostrów Mazowiecka,ostrowski,mazowieckie
25267,Świetlica Wiejska, Jeleniec 61,Papowo Biskupie,86-221,gm. Papowo Biskupie,chełmiński,kujawsko-pomorskie
25268,Świetlica Wiejska, Jeleń 65,Lidzbark,13-230,gm. Lidzbark,działdowski,warmińsko-mazurskie
25269,Świetlica Wiejska, Jemielna 16,Bierutów,56-420,gm. Bierutów,oleśnicki,dolnośląskie
25270,Świetlica Wiejska, Jemiołów 54,Łagów,66-220,gm. Łagów,świebodziński,lubuskie
25271,Świetlica Wiejska, Jerzkowice 21A,Czarna Dąbrówka,77-116,gm. Czarna Dąbrówka,bytowski,pomorskie
25272,Świetlica Wiejska, Jeziorki Kosztowskie 6,Wysoka,89-320,gm. Wysoka,pilski,wielkopolskie
25273,Świetlica Wiejska, Jeżyce 24a,Darłowo,76-150,gm. Darłowo,sławieński,zachodniopomorskie
25274,Świetlica Wiejska, Jeżyczki 20,Darłowo,76-150,gm. Darłowo,sławieński,zachodniopomorskie
25275,Świetlica Wiejska, Jeżyki 23A,Bogdaniec,66-450,gm. Bogdaniec,gorzowski,lubuskie
25276,Świetlica Wiejska, Jurków 48A,Jurków,59-720,gm. Warta Bolesławiecka,bolesławiecki,dolnośląskie
25277,Świetlica Wiejska, Jęczniki Małe 20,Człuchów,77-300,gm. Człuchów,człuchowski,pomorskie
25278,Świetlica Wiejska, Jęczniki Wielkie 12,Człuchów,77-300,gm. Człuchów,człuchowski,pomorskie
25279,Świetlica Wiejska, Jędrzychów ul. Wiśniowa 1,Nysa,48-300,gm. Nysa,nyski,opolskie
25280,Świetlica Wiejska, Kaczorów ul. Nowa Wieś 1B,Bolków,59-420,gm. Bolków,jaworski,dolnośląskie
25281,Świetlica Wiejska, Kadyny 13C,Tolkmicko,82-340,gm. Tolkmicko,elbląski,warmińsko-mazurskie
25282,Świetlica Wiejska, Kadłubia 27,Żary,68-200,gm. Żary,żarski,lubuskie
25283,Świetlica Wiejska, Kakulin 17A,Kakulin,62-285,gm. Skoki,wągrowiecki,wielkopolskie
25284,Świetlica Wiejska, Kamienica 16,Gostycyn,89-520,gm. Gostycyn,tucholski,kujawsko-pomorskie
25285,Świetlica Wiejska, Kamień ul. Akacjowa 1,Krosno Odrzańskie,66-600,gm. Krosno Odrzańskie,krośnieński,lubuskie
25286,Świetlica Wiejska, Kamnica 14,Miastko,77-200,gm. Miastko,bytowski,pomorskie
25287,Świetlica Wiejska, Kanclerzowice 29A,Żmigród,55-140,gm. Żmigród,trzebnicki,dolnośląskie
25288,Świetlica Wiejska, Karbowo ul. Klubowa 25,Brodnica,87-300,gm. Brodnica,brodnicki,kujawsko-pomorskie
25289,Świetlica Wiejska, Karczowiska Górne 43A,Gronowo Elbląskie,82-335,gm. Gronowo Elbląskie,elbląski,warmińsko-mazurskie
25290,Świetlica Wiejska, Karnieszewice 25,Sianów,76-004,gm. Sianów,koszaliński,zachodniopomorskie
25291,Świetlica Wiejska, Karsk 24,Nowogard,72-200,gm. Nowogard,goleniowski,zachodniopomorskie
25292,Świetlica Wiejska, Karszyn 9A,Kargowa,66-120,gm. Kargowa,zielonogórski,lubuskie
25293,Świetlica Wiejska, Karszów 54A,Strzelin,57-100,gm. Strzelin,strzeliński,dolnośląskie
25294,Świetlica Wiejska, Karszówek 37,Strzelin,57-100,gm. Strzelin,strzeliński,dolnośląskie
25295,Świetlica Wiejska, Karwica 12A,Ruciane-Nida,12-220,gm. Ruciane-Nida,piski,warmińsko-mazurskie
25296,Świetlica Wiejska, Karwice 20A,Malechowo,76-142,gm. Malechowo,sławieński,zachodniopomorskie
25297,Świetlica Wiejska, Karwice 44A,Opoczno,26-300,gm. Opoczno,opoczyński,łódzkie
25298,Świetlica Wiejska, Karwiniec 22d,Bierutów,56-420,gm. Bierutów,oleśnicki,dolnośląskie
25299,Świetlica Wiejska, Karwno 23A,Czarna Dąbrówka,77-116,gm. Czarna Dąbrówka,bytowski,pomorskie
25300,Świetlica Wiejska, Karśnice 90,Śmigiel,64-030,gm. Śmigiel,kościański,wielkopolskie
25301,Świetlica Wiejska, Kaszowo 34,Milicz,56-300,gm. Milicz,milicki,dolnośląskie
25302,Świetlica Wiejska, Kaszyce Milickie 38,Żmigród,55-140,gm. Żmigród,trzebnicki,dolnośląskie
25303,Świetlica Wiejska, Kawki 13,Nieżywięć,87-326,gm. Bobrowo,brodnicki,kujawsko-pomorskie
25304,Świetlica Wiejska, Kazanów 19,Strzelin,57-100,gm. Strzelin,strzeliński,dolnośląskie
25305,Świetlica Wiejska, Kietlów 1,Jemielno,56-209,gm. Jemielno,górowski,dolnośląskie
25306,Świetlica Wiejska, Kiełpin 26,Człuchów,77-300,gm. Człuchów,człuchowski,pomorskie
25307,Świetlica Wiejska, Kiełpiny 79,Tuchorza,64-232,gm. Siedlec,wolsztyński,wielkopolskie
25308,Świetlica Wiejska, Kijaszkowo 17,Tłukomy,89-321,gm. Wysoka,pilski,wielkopolskie
25309,Świetlica Wiejska, Kisielówka 56,Nowe Rybie,34-652,gm. Limanowa,limanowski,małopolskie
25310,Świetlica Wiejska, Klasztorne 132A,Bierzwnik,73-240,gm. Bierzwnik,choszczeński,zachodniopomorskie
25311,Świetlica Wiejska, Klawkowo ul. Dębowa 8,Chojnice,89-620,gm. Chojnice,chojnicki,pomorskie
25312,Świetlica Wiejska, Kleszczyniec 52,Czarna Dąbrówka,77-116,gm. Czarna Dąbrówka,bytowski,pomorskie
25313,Świetlica Wiejska, Klesztów ul. Kościelna 12,Żmudź,22-114,gm. Żmudź,chełmski,lubelskie
25314,Świetlica Wiejska, Kletnia 111,Stężyca,08-540,gm. Stężyca,rycki,lubelskie
25315,Świetlica Wiejska, Klimkówka 40,Wielogłowy,33-311,gm. Chełmiec,nowosądecki,małopolskie
25316,Świetlica Wiejska, Kliny 43A,Opoczno,26-300,gm. Opoczno,opoczyński,łódzkie
25317,Świetlica Wiejska, Kliszkowice 38H,Żmigród,55-140,gm. Żmigród,trzebnicki,dolnośląskie
25318,Świetlica Wiejska, Kliszów 15,Rudna,59-305,gm. Rudna,lubiński,dolnośląskie
25319,Świetlica Wiejska, Klonowo 21,Lubiewo,89-526,gm. Lubiewo,tucholski,kujawsko-pomorskie
25320,Świetlica Wiejska, Klonowo 35,Lidzbark,13-230,gm. Lidzbark,działdowski,warmińsko-mazurskie
25321,Świetlica Wiejska, Klonów 27,Międzybórz,56-513,gm. Międzybórz,oleśnicki,dolnośląskie
25322,Świetlica Wiejska, Kobiela 21,Grodków,49-200,gm. Grodków,brzeski,opolskie
25323,Świetlica Wiejska, Kokoszczyn ul. Dworcowa 6,Tarnowo Podgórne,62-080,gm. Tarnowo Podgórne,poznański,wielkopolskie
25324,Świetlica Wiejska, Kolanowice ul. Sportowa 1,Łubniany,46-024,gm. Łubniany,opolski,opolskie
